# Measurement sample y — 200 samples x 5 channels
# Actual sensor readings; ~10 anomalous samples
1.3580,-4.2758,0.1212,2.8256,2.8202
7.6679,6.7537,-5.2483,7.9998,-2.3721
5.3721,0.1538,-2.5354,-9.2619,-0.8742
-7.4472,4.5255,-6.2753,-3.7820,0.7955
-3.3168,-3.4972,3.9721,-0.1187,-6.8478
-2.2459,21.4759,0.2516,4.0204,-2.2943
-0.1045,-0.3407,-3.9978,3.2461,2.6973
2.8311,7.8097,6.9196,-1.6853,2.1378
-3.0799,-0.8024,-3.3822,8.6662,1.6545
-1.6854,6.3387,-10.8491,-9.7390,4.0623
0.4399,1.3611,-6.4227,0.5671,10.3088
3.6469,0.9825,-1.8528,-1.6121,-10.7740
1.6377,4.5057,-7.1063,-3.5321,-5.9395
-4.9186,0.1203,-0.4942,2.2425,3.6389
-1.1447,-12.5515,-4.4015,6.1685,-13.5027
-1.6592,-5.6521,4.1066,-2.9649,2.0366
2.9761,9.2910,-1.1012,2.0017,-6.7550
5.8709,-3.6767,-2.4264,0.2308,-7.8109
0.4288,4.9923,0.7988,-7.5035,-0.5682
4.0100,-9.6606,-5.8396,4.4609,1.3404
1.9124,9.3229,3.1730,3.5398,13.8686
-0.8158,-3.5456,2.0820,1.5785,-2.6902
-4.9185,11.2583,1.5813,-3.8690,5.0303
-0.3209,-1.0689,2.9978,-6.4706,1.8224
9.2092,1.6750,-1.8360,-2.4383,-1.6889
-0.7984,-1.4180,4.2822,-8.7717,4.4541
-1.1389,2.3288,-5.2991,6.5268,5.9632
5.0346,-7.9040,4.0741,1.9898,-7.5485
-0.2279,1.0909,2.9317,0.6766,1.4689
7.3420,6.0481,-14.0982,-2.0471,-0.9784
-8.5553,0.2867,5.7611,-5.2323,2.0189
-4.5926,-3.9478,7.5988,-3.2108,2.4037
-9.6223,8.9636,2.8807,-0.9675,2.6845
-6.8725,5.7788,-1.3259,-0.9360,-2.6675
-3.1630,2.9791,1.3668,3.1524,-0.7556
2.4053,-2.3646,11.6214,-8.3505,5.8723
7.1725,-3.8538,10.9229,4.7878,5.0406
-0.5580,-1.6445,-1.1313,2.4176,6.8752
